                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3552,                 4.7884,                 1.3194,                0.05294,                0.12108,                0.08401,                0.05966,                 1.2377,                 4.2905,                 1.1916,             5.5439e-05,             5.5439e-05,             5.5439e-05
